id	B-cells	CD4+ T-cells	CD4+ Tcm	CD4+ memory T-cells	CD4+ naive T-cells	CD8+ T-cells	CD8+ Tcm	CD8+ Tem	CD8+ naive T-cells	Memory B-cells	NK cells	NKT	Th2 cells	naive B-cells	pro B-cells
GSM1594247	0.1486	0.0403	0.0212	0.013	0.049	0.1188	0.0821	0.0266	0.0038	0.055	0.0032	0.0309	0	0.0609	0.0137
GSM1594250	0.1252	0.0067	0	0	0.0158	0.0636	0.0678	0.0085	5.00E-04	0.0432	0	0.1099	0	0.054	0.011
GSM1594253	0.0767	0.0149	0.0201	3.00E-04	0.0256	0.0765	0.0784	0	0.0078	0.026	0	0.063	0	0.0558	0.0025
GSM1594254	0.17	0.0707	0.0248	0.0347	0.0737	0.1774	0.151	0.0217	0.0111	0.0543	0	0	0.0383	0.0743	0.0138
GSM1594255	0.2079	0.0332	0.0412	0.0113	0.0336	0.1058	0.0856	0.0177	0.0169	0.0751	0.0017	0.0303	0.0065	0.0624	0.0219
GSM1594256	0.2305	0.0349	0	0.0092	0.0413	0.1212	0.1056	0.0285	0.0073	0.0743	0	0.0117	0.0238	0.0878	0.024
GSM1594257	0.2416	0.0602	0.04	0.0296	0.0694	0.1425	0.1217	0.0147	0.0184	0.0786	0	0.0188	0.024	0.085	0.0184
GSM1594258	0.0858	0.0176	0.0383	0	0.0236	0.0629	0.0635	0.0121	0.0047	0.0355	0	0.0868	0.0032	0.0319	0
GSM1594259	0.1524	0.0329	0.0518	0	0.0312	0.1003	0.079	0.0022	0.0078	0.0477	0	0.0336	0	0.0678	0.0147
GSM1594260	0.1274	0.0168	0.0016	0	0.0239	0.0904	0.098	0.0178	0.0029	0.0352	0	0.0485	0.0065	0.0512	0.0051
GSM1594261	0.0715	0.0362	0.033	0.004	0.0584	0.1063	0.1165	0.0079	0.0113	0.0237	0	0.0407	0.0532	0.0238	0
GSM1594262	0.1995	0.0567	0.0369	0.0118	0.0539	0.1206	0.1058	0.0273	0.0077	0.073	0	0.0251	0.0194	0.0718	0.0164
GSM1594263	0.2224	0.0599	0.0405	0.014	0.0502	0.1013	0.0834	0	0.0077	0.0733	0	0.0122	0.021	0.0816	0.0396
GSM1594264	0.08	0.0307	0.0174	0.0155	0.0256	0.0865	0.1001	0.0231	0.0029	0.0216	0.0138	0.0289	0.0166	0.0322	0.0023
GSM1594265	0.1871	0.03	0.0456	0.0098	0.0259	0.0964	0.0773	0.0122	0.0053	0.0563	0.001	0.0366	0.0281	0.0764	0.0153
GSM1594266	0.1123	0.044	0.0018	0.0172	0.0435	0.1279	0.1364	0.017	0.0032	0.0258	0	0.004	0.0717	0.0387	0.0086
GSM1594267	0.1414	0.0397	0.0401	0.0148	0.0508	0.1052	0.0991	0.0124	0.0071	0.0541	0	0.0992	0.024	0.0547	0
GSM1594574	0.1279	0.0215	0.0121	0.006	0.0281	0.0793	0.0835	0	0	0.039	0	0.0544	0.0093	0.038	0.0118
GSM1594575	0.1638	0.0494	0.0275	0.0213	0.0368	0.067	0.0857	0.0141	0.0069	0.0515	0	0.0698	0	0.0574	0.0092
GSM1594576	0.1759	0.0182	0.0067	0.0115	0.0177	0.1068	0.0964	0.046	0.0043	0.0596	0.034	0.0017	0.0074	0.0583	0.0202
GSM1594577	0.2306	0.0379	0.0125	0.0275	0.062	0.125	0.1204	0.0151	0.0035	0.0696	5.00E-04	0.0164	0.0056	0.0932	0.0248
GSM1594578	0.2274	0	0	0	0.0044	0.0735	0.0661	0.0158	0	0.0763	0	0.0287	0	0.0891	0.025
GSM1594579	0.168	0.0315	0.003	0.0123	0.0339	0.1033	0.0981	0.0253	0.0072	0.0528	0	0.0297	0.0416	0.0594	0.0136
GSM1594580	0.1862	0.0484	0.0317	0.0111	0.0707	0.1561	0.1075	0.0366	0.0086	0.0592	0	0.0147	0	0.0794	0.0204
GSM1594581	0.232	0.0387	0.0437	0.0075	0.047	0.0961	0.0888	5.00E-04	0.0142	0.0765	0	0.029	0	0.0959	0.0204
GSM1594582	0.1709	0.0145	0	0.0015	0.0248	0.0972	0.0901	0.0048	0.0047	0.0637	0	0.0356	0.0108	0.0714	0.012
GSM1594583	0.1317	0.0482	0.0234	0.0183	0.0379	0.1229	0.1276	0.0096	0.0044	0.0378	0	0	0	0.0583	0.0143
GSM1594584	0.1419	0.0224	0.0138	0.0053	0.0284	0.096	0.0723	0.0096	0.0093	0.0432	0.0018	0.0311	0.0036	0.0558	0.0125
GSM1594585	0.1737	0.0234	0.0096	0.0074	0.0267	0.0744	0.0831	0.0089	0.0026	0.0597	0	0.0339	0.001	0.0684	0.0123
GSM1594586	0.1797	0.0608	0.0382	0.0242	0.0591	0.1159	0.1154	0.0283	0.0105	0.0596	0	0.0054	0	0.0611	0.0196
GSM1594587	0.1454	0.0142	0.025	0	0.0204	0.0955	0.0931	0.0084	0.0093	0.044	0	0.0707	0.0014	0.053	0.0118
GSM1594588	0.175	0.0487	0.0566	0.0136	0.0269	0.0865	0.0753	0.0107	0.0053	0.0463	0	0.0348	0.0235	0.0775	0.0083
GSM1594589	0.1528	0.0329	0.0291	0.0083	0.0373	0.0824	0.0704	0.0079	0.0039	0.0683	1.00E-04	0.0479	0.0152	0.0708	0.0144
GSM1594590	0.127	0.0412	0.0166	0.0076	0.0534	0.1371	0.1265	0.013	0.0115	0.0429	0.0033	0.0125	0.0375	0.0623	0.0102
GSM1594591	0.1582	0.0528	0.0275	0.0136	0.0578	0.0765	0.0921	0.0045	0.0068	0.0498	0	0.0167	0.0366	0.0554	0.0239
GSM1594592	0.1924	0.0379	0.0244	0.011	0.0391	0.1232	0.1105	0.0272	0.0088	0.0683	0	0.0139	0.0263	0.055	0.0209
GSM1594593	0.1774	0.0368	0.0165	0.0116	0.0501	0.09	0.1017	0.003	0.0057	0.0575	0	0.0533	0	0.0654	0.0316
GSM1594594	0.0965	0.0308	0.0243	0	0.0426	0.1003	0.0934	0.0186	0.0059	0.0291	0	0.0389	0.0015	0.0487	2.00E-04
GSM1594595	0.1706	0.0266	0.0161	0	0.034	0.0789	0.0693	0	0.0082	0.0563	0	0.0401	0	0.066	0.0123
GSM1594596	0.1551	0.0444	0.013	0.0143	0.0614	0.1082	0.1247	0.0178	0.0048	0.0512	0.0039	0.0097	0.0539	0.0619	0.0201
GSM1594597	0.2278	0.0244	0.0217	0.0055	0.0377	0.074	0.0838	2.00E-04	0.0101	0.0782	0	0.0553	0.0081	0.1079	0.016
GSM1594598	0.108	0.0205	0.0047	0.005	0.0282	0.0816	0.0868	0.0029	0.0031	0.0433	0	0.0431	0	0.0569	0.0053
GSM1594599	0.1353	0.0324	0.0321	0.0131	0.0266	0.0919	0.0853	0.0149	0.0084	0.0347	0.0071	0.0276	0.0164	0.0591	0.0056
GSM1594600	0.1312	0.0222	0.0191	0	0.0336	0.0715	0.0578	0	0	0.0464	0	0.0423	0.021	0.0635	0.0063
GSM1594601	0.1141	0.0346	0.0345	0.0036	0.0482	0.0782	0.0783	0	0.0084	0.0326	0	0.0177	0.0098	0.0409	0.0106
GSM1594602	0.1611	0.0025	0	0	0.0238	0.0843	0.0651	0	0.006	0.0576	0	0.0546	0.0191	0.0633	0.0224
GSM1594603	0.1714	0.0237	0	0.0031	0.0447	0.0778	0.0683	0	0.0035	0.0539	0	0.0173	0.012	0.0709	0.0164
GSM1594604	0.142	0.0299	0	0.0079	0.0339	0.0902	0.0856	0.0221	0.0054	0.046	7.00E-04	0.0231	0	0.0484	0.012
GSM1594268	0.0601	0	0	0	0	0	0.0041	0	0	0.0157	0	0.0865	0.0055	0.0125	0.013
GSM1594269	0.1407	0	0.0119	0	0.006	0.045	0.0332	0	0.0031	0.0424	0	0.072	0	0.0534	0.0029
GSM1594270	0.1395	0.0188	0.0115	0.0116	0.0096	0.0597	0.0834	0.0108	0.0016	0.0491	0	0.0265	0.0333	0.0355	0.0179
GSM1594271	0.1406	0	0	0	0	0.0144	0.0279	0	0	0.047	0	0.0767	0	0.0623	0.0076
GSM1594272	0.155	0	0	0	0	0	0.0369	0	0	0.0496	0	0.0271	0	0.0422	0.0235
GSM1594273	0.1377	0.0222	0.0064	0	0.0291	0.0929	0.1065	0.0243	0	0.044	0.0146	0.022	0	0.0601	0.0119
GSM1594274	0.0601	0	0.0131	0	0	0	0.0074	0	0	0.0153	0	0.0408	0	0.0281	0.0098
GSM1594275	0.0236	0.0133	0.0164	0.0029	0.0057	0.0657	0.0988	0.025	8.00E-04	0.005	0.0128	0.0325	0	0.0119	0.0015
GSM1594276	0.0389	0	0.0043	0	0	0.0508	0.0772	0.01	0.0036	0.0173	0	0.1254	0.0081	0.0136	0
GSM1594277	0.0496	0	0	0	0.0078	0.0266	0.04	0.0078	0	0.0158	0.0152	0.0501	0.0108	0.0134	0
GSM1594278	0.0792	0	0	1.00E-04	0.0058	0.0295	0.0474	0.0058	3.00E-04	0.0272	0.0104	0.0417	0	0.0208	0.0062
GSM1594279	0.0457	0.0412	0.0223	0.0222	0.0219	0.0816	0.1312	0.0126	0.014	0.0103	0	0.0322	0.0709	0.0048	0.0032
GSM1594280	0.1388	0.0434	0.0361	0.0246	0.0332	0.0659	0.0906	0.0102	0.0026	0.0464	0	0.0375	0.0181	0.0563	0.0142
GSM1594281	0.0486	0.0195	0.0257	0.0056	0.0132	0.0748	0.0678	0.0075	0.0073	0.0128	0	0.0715	0	0.0147	0
GSM1594282	0.1905	0	0	0	0	0.0279	0.026	0	0	0.0724	0	0.0847	2.00E-04	0.0658	0.0167
GSM1594283	0.189	0	0.0059	0	0	0.0244	0.0286	0	0.002	0.0688	0	0.0511	0	0.0537	0.0206
GSM1594284	0.0462	0.0172	0.0163	0.0019	0.0075	0.0773	0.098	0.0018	0.0061	0.0154	0	0.0255	0	0.0107	7.00E-04
GSM1594285	0.0419	0	0.0077	0	0	0.0143	0.0474	0	0	0.0175	0	0.1276	0.04	0.0056	0
GSM1594286	0.1766	0.0144	0.021	0	0.0194	0.0707	0.0715	2.00E-04	0.0108	0.0576	0	0.0378	0.0063	0.0706	0.0144
GSM1594287	0.158	0.0123	0	0	0.0178	0.1034	0.1121	0.0353	0.0074	0.0525	0.0066	0.0294	0.0051	0.0449	0.0221
GSM1594288	0.0757	0	0	0	0	0	0.0178	0	0	0.0298	0	0.1734	0	0.0199	0
GSM1594289	0.0699	0.0122	0.026	1.00E-04	0.0143	0.0875	0.0953	0.0086	0.0045	0.0197	0	0.0558	0	0.0267	0
GSM1594290	0.1263	0.0342	0.0268	0.0161	0.0068	0.079	0.1069	0.0224	8.00E-04	0.0415	0.0038	0.0475	0.009	0.0255	0.011
GSM1594291	0.2512	0.0112	0.0095	0	0.0195	0.0299	0.0218	0	0	0.081	0	0.0696	0	0.0857	0.0264
GSM1594292	0.161	0.0059	0.0151	0.0035	0	0.0422	0.0619	0	0	0.059	0	0.0843	0	0.0461	0.0143
GSM1594293	0.0338	0.0183	0.0124	0.008	0.0042	0.0718	0.1075	0.0138	0	0.0061	0.0051	0.0966	0	0.013	0
GSM1594294	0.0571	0.0121	0.0058	0	0.0206	0.0749	0.0879	0	0.004	0.0227	0	0.0308	0	0.021	0
GSM1594295	0.1888	0.0336	0.0384	0.0159	0.0223	0.0826	0.1033	0.0022	0.0075	0.0587	0	0.0108	0	0.0694	0.016
GSM1594296	0.0155	0	0	0	0	0.002	0.0178	0	0	0	0	0.0653	0	0.0033	0
GSM1594297	0.0392	0	0	0	0.0057	0.05	0.0651	0	0.0019	0.0102	0	0.0767	0	0.0096	0.0032
GSM1594298	0.0484	0.0063	0.0011	0	0.0118	0.0944	0.1025	0.0015	0.0044	0.0184	0	0.0417	0	0.0149	0
GSM1594299	0.0306	0.0145	0.0251	0.0063	0	0.0687	0.1071	0.0163	0	0.0057	3.00E-04	0.066	0	0.0105	0
GSM1594300	0.1765	0.0482	0.0321	0.0225	0.037	0.1029	0.1201	0.0073	0.0172	0.0531	0	0.0088	0	0.0531	0.0239
GSM1594301	0.0377	0.0287	5.00E-04	0.0067	0.0184	0.1011	0.127	0.0264	0.0054	0.0099	0.0113	0.0192	0.0142	0.0147	0.0019
GSM1594302	0.1604	0.038	0.0373	0.0165	0.0051	0.072	0.0986	0.0088	0.0013	0.053	0	0.0581	0	0.0654	0.0181
GSM1594303	0.0797	0.0165	0.0153	0.0016	0.0131	0.0972	0.1111	0.0044	0.0035	0.03	0	0.0303	0	0.0257	0.0054
GSM1594304	0.1534	0.0062	0	0.0083	0	0.0459	0.0859	0.0127	0	0.0486	0.0035	0.0731	0	0.048	0.0101
GSM1594305	0.2365	0.0382	0.0244	0.0072	0.0438	0.0547	0.0326	9.00E-04	0.003	0.0733	0	0.0212	0	0.0914	0.0224
GSM1594306	0.0729	0.0175	0.022	0.0077	0.0192	0.0489	0.0501	0	0.0024	0.031	0	0.0338	0	0.0271	0.0082
GSM1594307	0.1845	0.0109	0.0133	0.005	0.0039	0.0681	0.0595	0.0083	0	0.0589	0	0.0329	0.0075	0.0658	0.0298
GSM1594308	0.2252	0.0178	0.0312	0.0109	0.0112	0.0597	0.0665	0	0.0032	0.0661	0	0.0051	0	0.1052	0.0282
GSM1594309	0.1038	0.0216	0.0314	0.0126	1.00E-04	0.0577	0.0932	0.0075	0	0.0336	0	0.0549	0	0.0358	0.011
GSM1594310	0.158	0.0177	0.0156	0.0029	0.0138	0.0648	0.0701	0.0134	0	0.0581	0.0053	0.0219	0	0.0415	0.0268
GSM1594311	0.2295	0.0345	0.0407	0.0191	0.0112	0.0711	0.0775	0	0.0038	0.0774	0	0.0289	0	0.0892	0.0243
GSM1594312	0.2059	0.014	0.0207	0	0	0.0713	0.0733	0.0107	0.0085	0.0698	0	0.0307	0.0027	0.0812	0.0352
GSM1594313	0.1122	0	0.0138	0	0	0.0434	0.0461	0	0.0027	0.0447	0	0.1237	0	0.0432	0.0016
GSM1594314	0.044	0	0	0	0	0.0771	0.0951	0.0039	0.0099	0.0153	0	0.0472	0	0.0123	0
GSM1594315	0.0374	0.0108	0	0.0077	0	0.0671	0.0897	0.0172	0.0019	0.0161	0	0.0491	0	0.0101	0
GSM1594316	0.1722	0.009	0.0397	0	0.0134	0.0464	0.0393	0	0	0.0594	0	0.067	0	0.079	0.019
GSM1594317	0.1623	7.00E-04	0.0082	7.00E-04	0.0071	0.0453	0.0514	0	0	0.0476	0	0.0742	0.0082	0.051	0.0073
GSM1594318	0.121	0.0113	0	0.0045	0.0122	0.1398	0.1377	0.0363	0.0105	0.0362	0	0.008	0.07	0.0445	0.0165
GSM1594319	0.1307	0	0	0.0118	0	0	0.0509	0	0	0.045	0	0.0515	0.0017	0.0402	0.0126
GSM1594320	0.0642	0.0073	0.0091	0.0071	0.0075	0.0756	0.0862	0.008	1.00E-04	0.0084	0.0025	0.0511	4.00E-04	0.0162	0
GSM1594321	0.0243	0.0088	0.0048	0.008	0	0.0977	0.1259	0.0323	0.0038	0.006	0.0109	0.026	0	0.011	0.0025
GSM1594322	0.2228	0.0114	0.0131	0.0057	0.012	0.0594	0.0784	0.0062	0.0068	0.0781	0	0.0389	0	0.0854	0.0233
GSM1594323	0.1711	0.0213	0.0269	0.0087	0.0196	0.0363	0.0507	0	1.00E-04	0.0576	0	0.0437	0	0.0747	0.0184
GSM1594324	0.0276	0	0	0	0.0018	0.0582	0.0695	0	0	0.0103	0	0.0434	0	0.0089	0.0042
GSM1594325	0.1814	0.0016	0	0.0058	0.0071	0.0422	0.0816	3.00E-04	0.0041	0.0687	0	0.0155	0	0.054	0.0273
GSM1594326	0.1503	0.0217	0.0373	0.0046	0.0195	0.0576	0.0509	0	0.0034	0.055	0	0.0434	0.0146	0.0513	0.0153
GSM1594327	0.0213	0.0056	0.0064	0	0.0023	0.0659	0.0993	0.0128	0	0.0047	0.0072	0.0592	0	0.0139	0
GSM1594328	0.1783	0.0077	0	0.0043	0	0.0969	0.131	0.0171	0.0104	0.069	0	0.0201	0.0083	0.0701	0.0424
GSM1594329	0.1462	0.0283	0.0218	0.0095	0.0271	0.0706	0.0974	0	0.007	0.0484	0	0.0341	0	0.036	0.025
GSM1594330	0.0728	0.0121	0.0308	0.0019	0.0041	0.0631	0.068	0	0.0042	0.0201	0	0.0141	0	0.0219	0.01
GSM1594331	0.2004	0	0	0	0	0.0218	0.0295	0	0	0.066	0	0.0861	0	0.0929	0.0209
GSM1594332	0.0684	0.0388	0.0372	0.0093	0.0339	0.1068	0.1288	0.0162	0.0053	0.0191	0	0.0309	0	0.0181	0.0022
GSM1594333	0.1978	0.0249	0.0121	0.0099	0.0164	0.1015	0.1151	0.0256	0.0107	0.0608	0	0.0062	0	0.0786	0.0257
GSM1594334	0.1519	0.0085	0	0	0.015	0.0816	0.0763	0.0278	0.0021	0.055	0.0063	0.0647	0.0053	0.0358	0.0277
GSM1594335	0.1633	0.0467	0.0201	0.0215	0.0428	0.0951	0.0997	0.0149	0.0109	0.0548	0	0.0089	0	0.0696	0.0185
GSM1594336	0.0961	0	0	0	0	0.0463	0.0558	0	0.0026	0.0361	0	0.0885	0	0.0331	0.0045
GSM1594337	0.0639	0	0	0	0.0086	0.0162	0.0397	0.0138	0	0.0261	0.016	0.0465	0	0.0168	0.006
GSM1594338	0.1507	0.0366	0.0197	0.0099	0.0534	0.1094	0.0867	0.02	0.006	0.05	0.001	0.0144	0.0037	0.0596	0.0197
GSM1594339	0.1489	0.0101	0.0041	0.0027	0.0076	0.0507	0.061	0	0.0084	0.0431	0	0.065	0	0.0426	0.008
GSM1594340	0.0268	0.0202	0.0276	0.0012	0.0295	0.0838	0.0796	0.036	0.0033	0.0062	0	0.0417	0	0.0069	0.0018
GSM1594341	0.0615	0.0271	0.0289	0.0097	0.0344	0.1067	0.1118	0.0274	0.0079	0.0185	0	0.0331	0	0.0195	0.0036
GSM1594342	0.1445	0	0	0	0	0.0133	0.0276	0	0	0.0529	0	0.0903	0	0.0512	0.0276
GSM1594343	0.1135	0	0	0	0	0.0428	0.0879	0.0097	0.0017	0.0337	0	0.0719	0.0167	0.0355	0.0094
GSM1594344	0.1484	0.0317	0.0463	0.0041	0.0323	0.0963	0.078	0	0.0075	0.0534	0	0.0366	0	0.0772	0.0182
GSM1594345	0.0747	0.0148	0.0077	0.0019	0.0243	0.0975	0.1036	0.0084	9.00E-04	0.0298	0	0.0455	0	0.021	0.005
GSM1594346	0.0858	0.0046	0	0.001	0.0043	0.0425	0.0837	0	0	0.0283	0	0.1143	0.0398	0.0124	0
GSM1594347	0.0908	0	0.0083	0	0	0.0125	0.0346	0	0	0.0241	0	0.0811	0.01	0.0264	0.0105
GSM1594348	0.0518	0.0204	0.0089	0	0.0303	0.1	0.1155	0.0016	0.0136	0.0227	0	0.0486	0	0.0271	0
GSM1594349	0.2323	0.0158	0.0162	0.0063	0.0216	0.0857	0.1198	0.0028	0.0138	0.0782	0	0.0479	0.0075	0.0771	0.0272
GSM1594350	0.1757	0.0524	0.0406	0.016	0.0399	0.0758	0.0976	0	0.0179	0.0643	0	0.0429	0.0242	0.0637	0.0174
GSM1594351	0.1841	0	0	0	0	0	0.0367	0	0	0.0622	0	0.1278	0.0011	0.068	0.0087
GSM1594352	0.2054	0.0323	0.0342	0.0083	0.0236	0.0668	0.0866	0.0074	0.0036	0.0599	0	0.0467	0	0.0858	0.029
GSM1594353	0.0955	0.003	0	0	0.012	0.0422	0.0535	0	3.00E-04	0.038	0	0.1129	0	0.0262	0.0041
GSM1594354	0.2741	0.0156	0.0086	0	0.0354	0.0641	0.0468	0.0041	0	0.0858	0	0.0526	0	0.1005	0.026
GSM1594355	0.051	0	0	0	0.0027	0.0586	0.065	0.0121	6.00E-04	0.0168	0	0.0688	0.0297	0.0188	0
GSM1594356	0.1745	0.041	0.04	0.0176	0.0131	0.0552	0.074	0	0.0022	0.0625	0	0.0374	0	0.0671	0.0212
GSM1594357	0.1683	0.014	0	0	0.0126	0.0944	0.1093	0.0251	0.0043	0.0576	3.00E-04	0.0672	0	0.0579	0.0181
GSM1594358	0.2962	0.0247	0.0225	0.0084	0.0172	0.0817	0.0754	0.0131	0.0064	0.1024	0	0.0665	0	0.0811	0.0347
GSM1594359	0.232	0.0533	0.0204	0.0116	0.0583	0.1373	0.1286	0.03	0.0072	0.0688	4.00E-04	0.0028	0	0.0865	0.0291
GSM1594360	0.0656	0.0015	0.0042	0	6.00E-04	0.0768	0.0827	0	0.003	0.0152	0	0.0383	0.0045	0.0213	0.0056
GSM1594361	0.1739	0.0102	0.0379	0	0.0085	0.0555	0.0716	0	0.0062	0.0529	0	0	0	0.0997	0.0295
GSM1594362	0.0264	0	0.0047	0	0	0	0.0078	0	0	0.0118	0	0.1193	0	0.0094	0
GSM1594363	0.2424	0.0261	0.0436	0.0044	0.0041	0.0747	0.08	0.0084	0.0062	0.0912	0	0.0184	0	0.0838	0.0279
GSM1594364	0.1424	0.0378	0.0159	0.0119	0.0278	0.0744	0.1069	0.0076	0.0036	0.035	0	0.0097	0	0.047	0.0176
GSM1594365	0.08	0.0125	0.0129	0.002	0.0151	0.0516	0.0852	0	0.0018	0.0215	0.0068	0.0513	0	0.0214	0.0052
GSM1594366	0.0542	0.0064	0.0161	0	0	0.0385	0.0541	0	0	0.0246	0	0.1162	0	0.0208	0
GSM1594367	0.2312	2.00E-04	0	0	0	0.0443	0.0655	0	0.0025	0.0832	0	0.0261	0	0.0769	0.0394
GSM1594368	0.2285	0.0441	0.0353	0.0078	0.0539	0.0912	0.0987	0.0018	0.0051	0.0825	0	0.0433	0	0.087	0.0196
GSM1594369	0.1371	0.0426	0.0337	0.015	0.0133	0.0743	0.0979	0.0319	0	0.0452	0.005	0.0337	0	0.0337	0.0177
GSM1594370	0.0337	0.0144	0.0073	1.00E-04	0	0.081	0.0979	0.0235	3.00E-04	0.0072	0.0017	0.0563	0	0.0094	0.0036
GSM1594371	0.0294	0.0089	0.0073	0.0024	0.0137	0.0662	0.0835	0.014	0	0.0036	0.0015	0.0405	0	0.0068	0
GSM1594372	0.0943	0.003	0.0115	0	0.0068	0.0458	0.0647	0.0028	0	0.0315	0	0.0494	0	0.0194	0.0066
GSM1594373	0.2545	0.0265	9.00E-04	0.0069	0.0228	0.1096	0.1448	0.011	0.0066	0.0915	0	0.0265	0	0.111	0.0346
GSM1594374	0.0827	0.0047	0	0.0021	0.0194	0.0854	0.1054	0	0.0032	0.0276	0	0.0218	0.0058	0.0146	0.0091
GSM1594375	0.2076	0.0142	0.0133	0.0039	0.0142	0.0431	0.0699	0.0028	0.0012	0.0582	0	0.0452	0.0137	0.0714	0.0198
GSM1594376	0.0808	0.021	0.0163	0.0076	0.0078	0.0702	0.0688	0.0081	0.003	0.029	0	0.0876	0.0098	0.0284	4.00E-04
GSM1594377	0.1646	0.0476	0.035	0.0249	0.0269	0.0664	0.0796	0.0101	0.0024	0.0532	0	0.0326	0.0032	0.0618	0.019
GSM1594378	0.1514	0.0392	0.0494	0.0167	0.0266	0.0863	0.0874	0	0.013	0.0496	0	0.0065	0	0.0546	0.0185
GSM1594379	0.0648	0	0	0	0.0052	0.0558	0.0632	0	0.0025	0.0151	0	0.0533	0	0.0312	0
GSM1594380	0.1676	0.043	0.0259	0.0113	0.0444	0.0955	0.097	0.0179	0.0031	0.0572	0	0.0329	0	0.0538	0.0211
GSM1594381	0.0558	0.0081	0.0085	0.0023	0.0014	0.0729	0.0895	0.0132	0.003	0.0191	0	0.0512	0	0.0107	0.0038
GSM1594382	0.2281	0.0366	0.0038	0.0198	0.0205	0.1146	0.1343	0.044	0.006	0.0697	0.0075	0.0133	0.0584	0.0608	0.0353
GSM1594383	0.2028	0	0.0104	0	0	0.0548	0.0695	0	0	0.0691	0	0.0172	1.00E-04	0.0668	0.036
GSM1594384	0.0294	0.0032	0.0072	0	0.0044	0.0708	0.0969	0.0134	2.00E-04	0.0078	4.00E-04	0.0678	0	0.0163	0
GSM1594385	0.1244	0	0	0	0	0	0.0153	0	0	0.0447	0	0.0931	0	0.0425	0.006
GSM1594386	0.0403	0	0.0038	0	0.0058	0.0098	0.0269	0	0	0.0163	0	0.0246	0	0.0175	0.012
GSM1594387	0.0754	0.0194	0	0.0101	0.0051	0.1437	0.1696	0.0542	0.0109	0.0233	0.0271	0.0211	0.0209	0.0234	0.008
GSM1594388	0.1477	0	0	0	0	0.0345	0.0455	0	0	0.051	0	0.027	0.0081	0.0352	0.0243
GSM1594389	0.199	0	0	0	0	0.0836	0.0846	0.0203	0	0.0648	0	0.0371	0	0.0823	0.0149
GSM1594390	0.1159	0.0229	0.0282	0.0053	0.0058	0.043	0.0594	0	0.0015	0.0431	0	0.0423	0.0176	0.0339	0.0109
GSM1594391	0.0277	0.0071	0	0	0	0.0924	0.104	0.0262	0.0038	0.0041	0.0022	0.0343	0	0.0067	0.0039
GSM1594392	0.1425	0.0312	0.0273	0.0152	0.0187	0.0649	0.0795	0	5.00E-04	0.0497	0	0.0547	0	0.0529	0.0111
GSM1594393	0.0493	0.0101	0.0101	0	0.0027	0.0471	0.0574	0.0106	0	0.022	0	0.0818	0.0097	0.0211	1.00E-04
GSM1594394	0.0719	0	0	0	0.0012	0.0127	0.0211	0	0	0.0238	0	0.0865	0	0.0189	4.00E-04
GSM1594395	0.2107	0.0072	0	0.0067	0.0112	0.0361	0.0818	0	0.001	0.0683	0	0.0533	0.0052	0.0782	0.0247
GSM1594396	0.0472	2.00E-04	0.0117	0	0.0206	0.0341	0.0563	0	0.0027	0.0122	0	0.1014	0	0.0198	0
GSM1594397	0.1797	0	0.026	0	0.0242	0.0271	0.0359	0	0	0.0647	0	0.0985	0	0.0737	0.0229
GSM1594398	0.2127	0.0171	0.0228	0	0.0356	0.0706	0.0705	0.0059	0.0045	0.0665	0	0.0634	0	0.0841	0.03
GSM1594399	0.0446	0	0.0076	0	0	0.0266	0.0591	0	0	0.0112	0	0.0517	0	0.0143	0
GSM1594400	0.2902	0.0303	0.0082	0.017	0	0.0659	0.1133	0.0083	0.012	0.0809	0	0.0172	0.0019	0.0865	0.0383
GSM1594401	0.1417	0.0029	0	0	0.0062	0.0825	0.098	0.0111	0.0042	0.0362	0	0.0298	1.00E-04	0.0637	0.0225
GSM1594402	0.0611	0.001	0.0059	0	0.0092	0.078	0.1079	9.00E-04	0.0021	0.0251	0	0.056	0	0.0214	0.0023
GSM1594403	0.1352	0.0185	0.0324	0.0029	0.0148	0.0483	0.0711	0	0.0054	0.0456	0	0.063	0	0.0666	0.0211
GSM1594404	0.0313	0.0091	0.0225	0	0.0138	0.0302	0.035	0	0.0017	0.0038	0	0.0609	0	0.0064	0
GSM1594405	0.1412	5.00E-04	0.0059	7.00E-04	0.0141	0.0162	0.0205	0	0	0.0491	0	0.1328	0	0.0543	0.0017
GSM1594406	0.0147	0	0	0	0	0.0233	0.054	0	8.00E-04	0.0045	0	0.0652	0	0.0079	0.0016
GSM1594407	0.0859	0	0.0054	0	0.016	0.0338	0.0408	0	0.0014	0.0243	0	0.0894	7.00E-04	0.0141	0.002
GSM1594408	0.1153	0.0063	0.0228	0	0.0021	0.0347	0.0458	0	0.0062	0.0394	4.00E-04	0.0539	0	0.0209	0.0136
GSM1594409	0.161	0.0188	0.0274	0.0071	4.00E-04	0.0473	0.0714	0.01	0.0081	0.0443	0	0.0346	0.0043	0.0542	0.0217
GSM1594410	0.187	0	0.0114	0	0	0.0297	0.0387	0	0.0025	0.0628	0	0.0486	0	0.0616	0.0212
GSM1594411	0.1695	0.0258	0.0188	0.0126	0.0156	0.052	0.0831	0.011	0.0044	0.0598	0	0.0762	0	0.0352	0.0165
GSM1594412	0.0325	0.0167	0.025	4.00E-04	0.0141	0.0957	0.0998	0.0103	0.0073	6.00E-04	0	0.0366	0	0.0078	0
GSM1594413	0.0837	0	0	0	0	0	0.0299	0	0	0.0297	0	0.0839	0.0086	0.0247	0.0261
